time,crop,pest,bird,bat,bee,soil_biota
0.0,100.0,50.0,5.0,3.0,12.0,80.0
1.0027472527472527,114.03846153846155,48.03628663003663,6.175721153846154,3.7654304029304027,13.954153846153845,88.93648351648352
2.0054945054945055,131.20627766688602,43.59966058008386,7.556321446449005,4.682998661297587,16.411823228806853,99.51975658469404
3.008241758241758,153.13946072994796,36.90079500555631,9.077987440172988,5.715947552629396,19.56568262946682,112.26291670415426
4.010989010989011,182.21331882168417,28.886970673938546,10.618132261404376,6.784272805008832,23.720376269198436,127.95926962917017
5.013736263736264,221.70024386255105,21.019107092132096,12.025900336556662,7.783006575847857,29.380813488306202,147.88475824651113
6.016483516483516,276.0395854036599,14.596858957607395,13.186315963832815,8.627028605532875,37.42408952142202,174.16172164542172
7.019230769230769,351.59043710954063,10.168583672932172,14.069510603778168,9.28901329344954,49.453604155147914,210.4512816087911
8.021978021978022,458.7102102929138,7.576381840288859,14.721470616424053,9.796536459498546,68.58968203502977,263.40048780914975
9.024725274725274,575.0,6.452463555167277,15.219025575672829,10.20156234802384,86.25,287.5
10.027472527472527,575.0,6.32456358451266,15.639625327062365,10.558833577374681,86.25,287.5
11.030219780219781,575.0,6.006278731155968,16.041732574414528,10.911064751766348,86.25,287.5
12.032967032967033,575.0,5.526213520087705,16.411862383273956,11.247839228107585,86.25,287.5
13.035714285714285,575.0,4.930963273097821,16.738160235585685,11.559434341933999,86.25,287.5
14.038461538461538,575.0,4.275816589379202,17.01206098948457,11.838142381246243,86.25,287.5
15.041208791208792,575.0,3.614092957194146,17.22930428850606,12.079195551733697,86.25,287.5
16.043956043956044,575.0,2.9886385561425866,17.390044665285036,12.281051193651052,86.25,287.5
17.046703296703296,575.0,2.42763317447303,17.498131095227695,12.445036683713788,86.25,287.5
18.049450549450547,575.0,1.9447427229621619,17.559896681985954,12.574569230717975,86.25,287.5
19.052197802197803,575.0,1.5421177102189843,17.582869314741227,12.674246883516807,86.25,287.5
20.054945054945055,575.0,1.2143775344318388,17.574706974605675,12.74905032271145,86.25,287.5
21.057692307692307,575.0,0.9522272998823389,17.542486729253604,12.803774339680084,86.25,287.5
22.060439560439562,575.0,0.7450992880994814,17.49233425771706,12.842700017680105,86.25,287.5
23.063186813186814,575.0,0.5827704355183702,17.429309206500108,12.869458336242664,86.25,287.5
24.065934065934066,575.0,0.45617578879176546,17.357449117134156,12.887019562017327,86.25,287.5
25.068681318681318,575.0,0.35769363716069313,17.279892896410065,12.897751517000568,86.25,287.5
26.07142857142857,575.0,0.2811315786808284,17.19903112198522,12.903506828762694,86.25,287.5
27.074175824175825,575.0,0.22157031124255558,17.11665325401175,12.905715223456998,86.25,287.5
28.076923076923077,575.0,0.1751587909838014,17.034077651921642,12.905468571354644,86.25,287.5
29.07967032967033,575.0,0.13891013506172314,16.952259792378438,12.90359370379692,86.25,287.5
30.082417582417584,575.0,0.11052043883870086,16.871879070738835,12.900712074336091,86.25,287.5
31.085164835164836,575.0,0.08821760592208241,16.793406769095554,12.897287296997307,86.25,287.5
32.08791208791209,575.0,0.07063979707555001,16.717158435490866,12.893662347476566,86.25,287.5
33.09065934065934,575.0,0.05673992565749737,16.643333823101887,12.890088336808175,86.25,287.5
34.09340659340659,575.0,0.045711706267901726,16.57204712927497,12.886746602234131,86.25,287.5
35.09615384615385,575.0,0.03693291048261514,16.503349782860735,12.883765591368716,86.25,287.5
36.098901098901095,575.0,0.02992205807127217,16.437247561775603,12.881233734915954,86.25,287.5
37.10164835164835,575.0,0.02430545306288429,16.37371342251407,12.879209250189053,86.25,287.5
38.104395604395606,575.0,0.01979211614684046,16.312697098242563,12.877727605782209,86.25,287.5
39.107142857142854,575.0,0.01615471377209752,16.254132266448952,12.876807207495784,86.25,287.5
40.10989010989011,575.0,0.013215029419921498,16.197941890094082,12.876453732254527,86.25,287.5
41.112637362637365,575.0,0.010832872399980225,16.144042186299203,12.876663433946396,86.25,287.5
42.11538461538461,575.0,0.008897589248035593,16.092345563448177,12.87742566664072,86.25,287.5
43.11813186813187,575.0,0.007321548215412146,16.04276278258,12.878724811121163,86.25,287.5
44.120879120879124,575.0,0.0060351225876478735,15.995204535253587,12.880541745672186,86.25,287.5
45.12362637362637,575.0,0.004982815381098427,15.949582582386924,12.882854968095414,86.25,287.5
46.12637362637363,575.0,0.004120255658620179,15.905810562875295,12.885641450303892,86.25,287.5
47.129120879120876,575.0,0.0034118624914730236,15.863804554042405,12.888877287488112,86.25,287.5
48.13186813186813,575.0,0.002829021968012196,15.82348344590213,12.892538189210661,86.25,287.5
49.13461538461539,575.0,0.0023486597520612465,15.7847691761143,12.89659984869507,86.25,287.5
50.137362637362635,575.0,0.0019521196271146397,15.747586861145793,12.90103821815082,86.25,287.5
51.14010989010989,575.0,0.001624279541454898,15.711864850561879,12.905829711562525,86.25,287.5
52.14285714285714,575.0,0.0013528526179137268,15.677534724875404,12.910951351474617,86.25,287.5
53.145604395604394,575.0,0.0011278326937578832,15.64453125245426,12.916380872554143,86.25,287.5
54.14835164835165,575.0,0.0009410531668877151,15.612792317243574,12.92209679183641,86.25,287.5
55.1510989010989,575.0,0.0007858349569681251,15.582258826208562,12.928078453342794,86.25,287.5
56.15384615384615,575.0,0.0006567047767181242,15.552874603230375,12.934306053049907,86.25,287.5
57.15659340659341,575.0,0.0005491690479847777,15.52458627452724,12.940760648865794,86.25,287.5
